wall_time,seq,timestamp_s,ms,lm35_celsius,dht_temp_celsius,dht_humidity_pct,light_normalized,pot_normalized,alert_bits,state,fault_bits
2026-07-16 16:15:05,92,666,945,44.9,19.7,45.0,1.0000,0.2093,0x05,Recording,0x08
2026-07-16 16:15:05,93,667,51,45.3,19.8,45.0,1.0000,0.2094,0x05,Recording,0x08
2026-07-16 16:15:05,94,667,154,45.5,19.8,45.0,1.0000,0.2094,0x05,Recording,0x08
2026-07-16 16:15:05,95,667,257,45.9,19.9,45.0,1.0000,0.2095,0x05,Recording,0x08
2026-07-16 16:15:06,96,667,360,46.0,20.0,45.0,1.0000,0.2095,0x05,Recording,0x08
2026-07-16 16:15:06,97,667,466,46.7,20.0,45.0,1.0000,0.2096,0x05,Recording,0x08
2026-07-16 16:15:06,98,667,571,46.4,20.0,45.0,1.0000,0.2096,0x05,Recording,0x08
2026-07-16 16:15:06,99,667,674,45.5,20.0,45.0,1.0000,0.2097,0x05,Recording,0x08
2026-07-16 16:15:06,100,667,780,45.0,20.0,45.0,1.0000,0.2097,0x05,Recording,0x08
2026-07-16 16:15:06,101,667,883,44.5,20.0,45.0,1.0000,0.2098,0x05,Recording,0x08
2026-07-16 16:15:06,102,668,8,43.8,20.0,45.1,1.0000,0.2098,0x05,Recording,0x08
2026-07-16 16:15:06,103,668,111,42.6,20.0,45.1,1.0000,0.2096,0x05,Recording,0x08
2026-07-16 16:15:07,104,668,217,42.0,20.0,45.2,1.0000,0.2097,0x05,Recording,0x08
2026-07-16 16:15:07,105,668,320,41.1,20.0,45.3,1.0000,0.2097,0x05,Recording,0x08
2026-07-16 16:15:07,106,668,426,40.1,20.0,45.3,1.0000,0.2096,0x05,Recording,0x08
2026-07-16 16:15:07,107,668,532,39.0,20.0,45.4,1.0000,0.2094,0x05,Recording,0x08
2026-07-16 16:15:07,108,668,638,38.5,20.0,45.5,1.0000,0.2096,0x05,Recording,0x08
2026-07-16 16:15:07,109,668,741,37.5,20.0,45.5,1.0000,0.2094,0x04,Recording,0x08
2026-07-16 16:15:07,110,668,847,37.0,20.0,45.6,1.0000,0.2095,0x04,Recording,0x08
2026-07-16 16:15:07,111,668,950,36.8,20.0,45.6,1.0000,0.2095,0x04,Recording,0x08
2026-07-16 16:15:07,112,669,53,37.2,20.0,45.7,1.0000,0.2096,0x04,Recording,0x08
2026-07-16 16:15:07,113,669,156,37.0,20.0,45.8,1.0000,0.2094,0x04,Recording,0x08
2026-07-16 16:15:08,114,669,262,37.3,20.0,45.8,1.0000,0.2095,0x04,Recording,0x08
2026-07-16 16:15:08,115,669,365,38.2,20.0,45.9,1.0000,0.2096,0x04,Recording,0x08
2026-07-16 16:15:08,116,669,468,38.7,20.0,46.0,1.0000,0.2095,0x04,Recording,0x08
2026-07-16 16:15:08,117,669,574,39.4,20.0,46.0,1.0000,0.2095,0x04,Recording,0x08
2026-07-16 16:15:08,118,669,677,40.0,20.0,46.0,1.0000,0.2095,0x05,Recording,0x08
2026-07-16 16:15:08,119,669,780,41.2,20.0,46.0,1.0000,0.2097,0x05,Recording,0x08
2026-07-16 16:15:08,120,669,883,42.5,20.0,46.0,1.0000,0.2096,0x05,Recording,0x08
2026-07-16 16:15:08,121,669,989,44.4,20.0,46.1,1.0000,0.2096,0x05,Recording,0x08
2026-07-16 16:15:08,122,670,114,46.1,20.0,46.2,1.0000,0.2096,0x05,Recording,0x08
2026-07-16 16:15:08,123,670,217,47.9,20.0,46.3,1.0000,0.2097,0x05,Recording,0x08
2026-07-16 16:15:09,124,670,320,49.2,20.0,46.5,1.0000,0.2094,0x05,Recording,0x08
2026-07-16 16:15:09,125,670,426,51.0,20.0,46.6,1.0000,0.2095,0x05,Recording,0x08
2026-07-16 16:15:09,126,670,529,52.4,20.0,46.7,1.0000,0.2094,0x05,Recording,0x08
2026-07-16 16:15:09,127,670,632,53.4,20.0,46.8,1.0000,0.2092,0x05,Recording,0x08
2026-07-16 16:15:09,128,670,738,54.4,20.0,47.0,1.0000,0.2091,0x05,Recording,0x08
2026-07-16 16:15:09,129,670,841,55.6,20.0,47.1,1.0000,0.2092,0x05,Recording,0x08
2026-07-16 16:15:09,130,670,944,56.3,20.0,47.2,1.0000,0.2090,0x05,Recording,0x08
2026-07-16 16:15:09,131,671,50,57.1,20.0,47.3,1.0000,0.2088,0x05,Recording,0x08
2026-07-16 16:15:09,132,671,156,57.8,20.0,47.5,1.0000,0.2087,0x05,Recording,0x08
2026-07-16 16:15:09,133,671,262,58.5,20.0,47.6,1.0000,0.2086,0x05,Recording,0x08
2026-07-16 16:15:10,134,671,365,59.2,20.0,47.7,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:10,135,671,471,60.0,20.0,47.8,1.0000,0.2083,0x05,Recording,0x08
2026-07-16 16:15:10,136,671,574,60.1,20.0,48.0,1.0000,0.2085,0x05,Recording,0x08
2026-07-16 16:15:10,137,671,677,60.1,20.0,48.0,1.0000,0.2083,0x05,Recording,0x08
2026-07-16 16:15:10,138,671,783,60.1,20.0,48.0,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:10,139,671,886,60.1,20.0,48.0,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:10,140,671,989,60.1,20.0,48.0,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:10,141,672,95,60.1,20.0,48.1,1.0000,0.2085,0x05,Recording,0x08
2026-07-16 16:15:10,142,672,223,60.1,20.0,48.2,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:11,143,672,326,60.1,20.0,48.3,1.0000,0.2085,0x05,Recording,0x08
2026-07-16 16:15:11,144,672,429,60.1,20.0,48.5,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:11,145,672,535,60.1,20.0,48.6,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:11,146,672,640,60.1,20.0,48.7,1.0000,0.2085,0x05,Recording,0x08
2026-07-16 16:15:11,147,672,743,60.1,20.0,48.8,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:11,148,672,846,60.1,20.0,49.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:11,149,672,952,60.1,20.0,49.1,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:11,150,673,55,60.1,20.0,49.2,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:11,151,673,158,60.0,20.0,49.3,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:12,152,673,264,60.0,20.0,49.5,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:12,153,673,367,60.0,20.0,49.6,1.0000,0.2081,0x05,Recording,0x08
2026-07-16 16:15:12,154,673,470,60.0,20.0,49.7,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:12,155,673,574,60.0,20.0,49.8,1.0000,0.2078,0x05,Recording,0x08
2026-07-16 16:15:12,156,673,680,60.0,20.0,50.0,1.0000,0.2078,0x05,Recording,0x08
2026-07-16 16:15:12,157,673,786,60.0,20.0,50.0,1.0000,0.2077,0x05,Recording,0x08
2026-07-16 16:15:12,158,673,892,60.0,20.0,50.0,1.0000,0.2076,0x05,Recording,0x08
2026-07-16 16:15:12,159,673,998,60.0,20.0,50.0,1.0000,0.2076,0x05,Recording,0x08
2026-07-16 16:15:12,160,674,101,60.0,20.0,50.0,1.0000,0.2076,0x05,Recording,0x08
2026-07-16 16:15:12,161,674,207,60.0,20.0,50.0,1.0000,0.2076,0x05,Recording,0x08
2026-07-16 16:15:13,162,674,335,60.0,20.0,50.0,1.0000,0.2076,0x05,Recording,0x08
2026-07-16 16:15:13,163,674,438,60.1,20.0,50.0,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:13,164,674,541,60.1,20.0,50.0,1.0000,0.2079,0x05,Recording,0x08
2026-07-16 16:15:14,165,674,647,60.1,20.0,50.0,1.0000,0.2079,0x05,Recording,0x08
2026-07-16 16:15:14,166,674,750,60.1,20.0,50.0,1.0000,0.2079,0x05,Recording,0x08
2026-07-16 16:15:14,167,674,853,60.1,20.0,50.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:14,168,674,959,60.1,20.0,50.0,1.0000,0.2081,0x05,Recording,0x08
2026-07-16 16:15:14,169,675,65,60.1,20.0,50.0,1.0000,0.2081,0x05,Recording,0x08
2026-07-16 16:15:14,170,675,168,60.1,20.0,50.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:14,171,675,271,60.1,20.0,50.0,1.0000,0.2079,0x05,Recording,0x08
2026-07-16 16:15:14,172,675,377,60.1,20.0,50.0,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:14,173,675,480,60.1,20.0,50.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:14,174,675,583,60.1,20.0,50.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:14,175,675,687,60.1,20.0,50.0,1.0000,0.2081,0x05,Recording,0x08
2026-07-16 16:15:14,176,675,793,60.1,20.0,50.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:14,177,675,896,60.1,20.0,50.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:14,178,675,999,60.1,20.0,50.0,1.0000,0.2078,0x05,Recording,0x08
2026-07-16 16:15:14,179,676,105,60.1,20.0,50.0,1.0000,0.2079,0x05,Recording,0x08
2026-07-16 16:15:14,180,676,208,60.1,20.0,50.0,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:15,181,676,311,60.1,20.0,49.9,1.0000,0.2079,0x05,Recording,0x08
2026-07-16 16:15:15,182,676,440,60.1,20.0,49.8,1.0000,0.2078,0x05,Recording,0x08
2026-07-16 16:15:15,183,676,546,60.1,20.0,49.8,1.0000,0.2077,0x05,Recording,0x08
2026-07-16 16:15:15,184,676,652,60.1,20.0,49.7,1.0000,0.2078,0x05,Recording,0x08
2026-07-16 16:15:15,185,676,755,60.0,20.0,49.6,1.0000,0.2077,0x05,Recording,0x08
2026-07-16 16:15:15,186,676,861,60.0,20.0,49.6,1.0000,0.2077,0x05,Recording,0x08
2026-07-16 16:15:15,187,676,964,60.1,20.0,49.5,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:15,188,677,67,60.1,20.0,49.5,1.0000,0.2079,0x05,Recording,0x08
2026-07-16 16:15:15,189,677,173,60.1,20.0,49.4,1.0000,0.2079,0x05,Recording,0x08
2026-07-16 16:15:16,190,677,276,60.1,20.0,49.3,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:16,191,677,379,60.1,20.0,49.3,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:16,192,677,485,60.1,20.0,49.2,1.0000,0.2080,0x05,Recording,0x08
2026-07-16 16:15:16,193,677,588,60.1,20.0,49.1,1.0000,0.2081,0x05,Recording,0x08
2026-07-16 16:15:16,194,677,691,60.1,20.0,49.1,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:16,195,677,794,60.1,20.0,49.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:16,196,677,900,60.1,20.0,49.0,1.0000,0.2082,0x05,Recording,0x08
2026-07-16 16:15:16,197,678,3,60.1,20.0,49.0,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:16,198,678,106,60.1,20.0,49.0,1.0000,0.2084,0x05,Recording,0x08
2026-07-16 16:15:16,199,678,212,60.1,20.0,49.0,1.0000,0.2085,0x05,Recording,0x08
